company_domain,company_id,product_id,product_title,min_current_price,max_current_price,avg_current_price,avg_full_price,avg_discount,sales_volume,sales_volume_upper_bound,sales_volume_lower_bound,sales_revenue,sales_revenue_upper_bound,sales_revenue_lower_bound,rate_sold,sell_through_rate,review_count,avg_rating,key_phrases,colors,matched_variant_count,total_variant_count,product_first_seen,product_url,image_url,x27,source_file,sell_through_pct,avg_disoucnt_pct,revenue_fmt,extracted_color,primary_color,is_combo_color,particl_color_tag,tone_group,release_month,release_year,release_season,price_tier,category
www.aloyoga.com,1004856,7900116779188,ALO Runner - Black/Black,195,195,195,195,0,9397,11213,7581,1832415,2186515.5,1478314.5,335.607143,0.10509,0,NA,NA,Black,27,27,2024-12-14,https://www.aloyoga.com/products/a0590u-alo-runner-black-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900116779188_20260115.png,NA,BlackALO.csv,10.51,0,"$1,832,415",Black/Black,Black,TRUE,Black,Dark Neutrals,12,2024,Winter,Premium ($100+),Other
www.aloyoga.com,1004856,7366586466484,Match Point Short - Black,78,78,78,78,0,20968,23725,18211,1635504,1850542.2,1420465.8,748.857143,0.086342,0,NA,Perfect fit | Comfortable and stylish | Disappointing return | Feels like nothing | Love these shorts,Black,5,5,2023-07-29,https://www.aloyoga.com/products/w6334r-match-point-short-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7366586466484_20260218.png,NA,BlackALO.csv,8.63,0,"$1,635,504",Black,Black,FALSE,Black,Dark Neutrals,7,2023,Summer,Mid ($60-$100),Shorts
www.aloyoga.com,1004856,7900131360948,Splendor Bra - Black,68,68,68,68,0,23150,27619,18681,1574200,1878051.2,1270348.8,826.785714,0.198144,0,NA,NA,Black,5,5,2024-12-14,https://www.aloyoga.com/products/w9351rg-splendor-bra-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900131360948_20260227.png,NA,BlackALO.csv,19.81,0,"$1,574,200",Black,Black,FALSE,Black,Dark Neutrals,12,2024,Winter,Mid ($60-$100),Sports Bras
www.aloyoga.com,1004856,7404214223028,Sway Bootcut Sweatpant - Black,128,128,128,128,0,11462,12799,10125,1467136,1638246.4,1296025.6,409.357143,0.108803,0,NA,Butterly soft | Fabulous bootcut | Darker color | Mismatched dye lots | Curvy girl approved,Black,5,5,2023-08-19,https://www.aloyoga.com/products/w51304r-sway-bootcut-sweatpant-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7404214223028_20260218.png,NA,BlackALO.csv,10.88,0,"$1,467,136",Black,Black,FALSE,Black,Dark Neutrals,8,2023,Summer,Premium ($100+),Pants
www.aloyoga.com,1004856,7325042606260,Airlift Suit Up Bra - Black/White,88,88,88,88,0,14922,18195,11649,1313136,1601107.2,1025164.8,532.928571,0.073531,0,NA,Comfortable and supportive | Great quality | Perfect fit | Disappointing rip | Super cute,Black,4,5,2023-11-02,https://www.aloyoga.com/products/w9676r-airlift-suit-up-bra-black-white,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7325042606260_20260302.png,NA,BlackALO.csv,7.35,0,"$1,313,136",Black/White,Black,TRUE,Black,Dark Neutrals,11,2023,Fall,Mid ($60-$100),Sports Bras
www.aloyoga.com,1004856,7486523637940,Clubhouse Jacket - Black,138,138,138,138,0,8794,10063,7525,1213572,1388583.6,1038560.4,314.071429,0.430109,0,NA,Stylish | Versatile | Quality | Flattering Fit | Everyday Essential,Black,5,5,2024-01-09,https://www.aloyoga.com/products/w4526r-clubhouse-jacket-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7486523637940_20260227.png,NA,BlackALO.csv,43.01,0,"$1,213,572",Black,Black,FALSE,Black,Dark Neutrals,1,2024,Winter,Premium ($100+),Outerwear
www.aloyoga.com,1004856,9092813455719,ALO Sunset Sneaker - Black,225,225,225,225,0,5301,5993,4609,1192725,1348222.5,1037227.5,189.321429,0.047456,0,NA,NA,Black,14,14,2025-10-08,https://www.aloyoga.com/products/a0891u-alo-sunset-sneaker-black-ivory,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/9092813455719_20260115.png,NA,BlackALO.csv,4.75,0,"$1,192,725",Black,Black,FALSE,Black,Dark Neutrals,10,2025,Fall,Premium ($100+),Other
www.aloyoga.com,1004856,7569502273716,Light Weight Takeaway Track Pullover - Black,148,148,148,148,0,7768,9277,6259,1149664,1372877.6,926450.4,277.428571,0.241302,0,NA,comfortable fit | high quality fabric | fashionable style | oversized design | great color options,Black,5,5,2024-05-15,https://www.aloyoga.com/products/m3259r-light-weight-takeaway-track-pullover-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7569502273716_20260228.png,NA,BlackALO.csv,24.13,0,"$1,149,664",Black,Black,FALSE,Black,Dark Neutrals,5,2024,Spring,Premium ($100+),Other
www.aloyoga.com,1004856,6239922061492,7/8 High-Waist Airlift Legging - Black,134,134,134,134,0,8185,9825,6545,1096790,1316550,877030,292.321429,0.052924,0,NA,High quality | Poor fit | Comfortable fabric | Limited functionality | Attractive color,Black,6,6,2021-03-02,https://www.aloyoga.com/products/w5766r-7-8-high-waist-airlift-legging-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/6239922061492_20260115.png,NA,BlackALO.csv,5.29,0,"$1,096,790",Black,Black,FALSE,Black,Dark Neutrals,3,2021,Spring,Premium ($100+),Leggings
www.aloyoga.com,1004856,7900116353204,Airlift High-Waist 7/8 Line Up Legging - Black,144,144,144,144,0,7543,8674,6412,1086192,1249012.8,923371.2,269.392857,0.080636,0,NA,NA,Black,5,5,2024-12-14,https://www.aloyoga.com/products/w51154r-airlift-high-waist-7-8-line-up-legging-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900116353204_20260228.png,NA,BlackALO.csv,8.06,0,"$1,086,192",Black,Black,FALSE,Black,Dark Neutrals,12,2024,Winter,Premium ($100+),Leggings
www.aloyoga.com,1004856,7404209340596,Airbrush High-Waist Heart Throb Legging - Black/White,134,134,134,134,0,7525,8622,6428,1008350,1155240.8,861459.2,268.75,0.128015,0,NA,Flattering fit | Comfortable and stylish | Obsession-worthy leggings | Perfect shape and design | Beautiful and cozy,Black,5,5,2023-09-16,https://www.aloyoga.com/products/w51298r-airbrush-high-waist-heart-throb-legging-black-white,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7404209340596_20260115.png,NA,BlackALO.csv,12.8,0,"$1,008,350",Black/White,Black,TRUE,Black,Dark Neutrals,9,2023,Fall,Premium ($100+),Leggings
www.aloyoga.com,1004856,7900117893300,Airlift Line Up Bra - Black,98,98,98,98,0,9218,11554,6882,903364,1132233.2,674494.8,329.214286,0.052105,0,NA,NA,Black,5,5,2024-12-14,https://www.aloyoga.com/products/w9681r-airlift-line-up-bra-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900117893300_20260131.png,NA,BlackALO.csv,5.21,0,"$903,364",Black,Black,FALSE,Black,Dark Neutrals,12,2024,Winter,Mid ($60-$100),Sports Bras
www.aloyoga.com,1004856,7486532911284,Sweet Escape Zip Up Hoodie - Black,118,118,118,118,0,7398,8288,6508,872964,977960.4,767967.6,264.214286,0.051342,0,NA,Cute style | Warm and comfy | Lightweight fabric | Excellent quality | Heavy hood issue,Black,5,5,2024-01-16,https://www.aloyoga.com/products/w3859r-sweet-escape-zip-up-hoodie-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7486532911284_20260124.png,NA,BlackALO.csv,5.13,0,"$872,964",Black,Black,FALSE,Black,Dark Neutrals,1,2024,Winter,Premium ($100+),Outerwear
www.aloyoga.com,1004856,7569638457524,Airbrush Streamlined Dress - Black/White,138,138,138,138,0,5945,7246,4644,820410,999865.2,640954.8,212.321429,0.110675,0,NA,flattering fit | high quality | cute design | comfortable wear | strap irritation,Black,5,5,2024-05-11,https://www.aloyoga.com/products/w8278r-airbrush-streamlined-dress-black-white,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7569638457524_20260227.png,NA,BlackALO.csv,11.07,0,"$820,410",Black/White,Black,TRUE,Black,Dark Neutrals,5,2024,Spring,Premium ($100+),Dress & Skirts
www.aloyoga.com,1004856,7900115697844,"7"" Repetition Short - Black",78,78,78,78,0,10514,12992,8036,820092,1013344.8,626839.2,375.5,0.109208,0,NA,NA,Black,5,5,2024-12-14,https://www.aloyoga.com/products/m6154r-7-repetition-short-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900115697844_20260228.png,NA,BlackALO.csv,10.92,0,"$820,092",Black,Black,FALSE,Black,Dark Neutrals,12,2024,Winter,Mid ($60-$100),Shorts
www.aloyoga.com,1004856,9092736713063,Performance Off-Duty Cap - Black/Black,68,68,68,68,0,11883,13637,10129,808044,927302.4,688785.6,424.392857,0.099899,0,NA,NA,Black,1,1,2025-06-04,https://www.aloyoga.com/products/a0543u-performance-off-duty-cap-black-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/9092736713063_20260227.png,NA,BlackALO.csv,9.99,0,"$808,044",Black/Black,Black,TRUE,Black,Dark Neutrals,6,2025,Summer,Mid ($60-$100),Other
www.aloyoga.com,1004856,7902721441972,Conquer Max Mock Neck Full Zip - Black,138,138,138,138,0,5726,6466,4986,790188,892308,688068,204.5,0.147054,0,NA,NA,Black,5,5,2025-02-06,https://www.aloyoga.com/products/m3262r-conquer-max-mock-neck-full-zip-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7902721441972_20251104.png,NA,BlackALO.csv,14.71,0,"$790,188",Black,Black,FALSE,Black,Dark Neutrals,2,2025,Winter,Premium ($100+),Other
www.aloyoga.com,1004856,7486532518068,Tennis Club Sweater Knit Dress - Black/Ivory,148,148,148,148,0,5227,5927,4527,773596,877062.8,670129.2,186.678571,0.197439,0,NA,true to size | good quality | short length | comfortable fit | stylish design,Black,5,5,2024-04-05,https://www.aloyoga.com/products/w8277r-tennis-club-sweater-knit-dress-black-ivory,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7486532518068_20260115.png,NA,BlackALO.csv,19.74,0,"$773,596",Black/Ivory,Black,TRUE,Black,Dark Neutrals,4,2024,Spring,Premium ($100+),Dress & Skirts
www.aloyoga.com,1004856,7325036576948,Airlift High-Waist Suit Up Legging - Black/White,144,144,144,144,0,5264,6023,4505,758016,867211.2,648820.8,188,0.059581,0,NA,Comfiest set | Favorite leggings | Amazing fit | High quality | Cute and flattering,Black,5,5,2023-09-12,https://www.aloyoga.com/products/w51309r-airlift-high-waist-suit-up-legging-black-white,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7325036576948_20260218.png,NA,BlackALO.csv,5.96,0,"$758,016",Black/White,Black,TRUE,Black,Dark Neutrals,9,2023,Fall,Premium ($100+),Leggings
www.aloyoga.com,1004856,7900123168948,Conquer Reform Crewneck Short Sleeve - Black,78,78,78,78,0,9464,10848,8080,738192,846128.4,630255.6,338,0.062399,0,NA,NA,Black,5,5,2024-12-14,https://www.aloyoga.com/products/m1205r-conquer-reform-crewneck-short-sleeve-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900123168948_20260218.png,NA,BlackALO.csv,6.24,0,"$738,192",Black,Black,FALSE,Black,Dark Neutrals,12,2024,Winter,Mid ($60-$100),Shorts
www.aloyoga.com,1004856,7850755063988,Accolade Short - Black,78,78,78,78,0,9403,10698,8108,733434,834436.2,632431.8,335.821429,0.067742,0,NA,NA,Black,5,5,2024-12-08,https://www.aloyoga.com/products/w6472rg-accolade-short-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7850755063988_20260228.png,NA,BlackALO.csv,6.77,0,"$733,434",Black,Black,FALSE,Black,Dark Neutrals,12,2024,Winter,Mid ($60-$100),Shorts
www.aloyoga.com,1004856,7486532583604,Tennis Club Sweater Knit Cardigan - Black/Ivory,178,178,178,178,0,4083,4533,3633,726774,806820.6,646727.4,145.821429,0.161498,0,NA,stylish fit | high quality | comfortable material | versatile design | great for layering,Black,5,5,2024-04-05,https://www.aloyoga.com/products/w3847r-tennis-club-sweater-knit-cardigan-black-ivory,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7486532583604_20260115.png,NA,BlackALO.csv,16.15,0,"$726,774",Black/Ivory,Black,TRUE,Black,Dark Neutrals,4,2024,Spring,Premium ($100+),Other
www.aloyoga.com,1004856,9092741103975,Ribbed Prosper Tank - Black,78,78,78,78,0,8893,10304,7482,693654,803665.2,583642.8,317.607143,0.062273,0,NA,NA,Black,5,5,2025-05-21,https://www.aloyoga.com/products/w2799r-ribbed-prosper-tank-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/9092741103975_20260228.png,NA,BlackALO.csv,6.23,0,"$693,654",Black,Black,FALSE,Black,Dark Neutrals,5,2025,Spring,Mid ($60-$100),Tops
www.aloyoga.com,1004856,4546373943414,Aspire Tank - Black/White,68,68,68,68,0,10120,11680,8560,688160,794206,582114,361.428571,0.042794,0,NA,Versatile and stylish | Flattering and comfortable | Runs small | Soft and high-quality | Best tank ever,Black,5,5,2021-03-14,https://www.aloyoga.com/products/w2675rg-aspire-tank-black-white,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/4546373943414_20260227.png,NA,BlackALO.csv,4.28,0,"$688,160",Black/White,Black,TRUE,Black,Dark Neutrals,3,2021,Spring,Mid ($60-$100),Tops
www.aloyoga.com,1004856,7900123332788,Conquer Reform Long Sleeve With Hood - Black,108,108,108,108,0,6358,7437,5279,686664,803152.8,570175.2,227.071429,0.112623,0,NA,NA,Black,5,5,2024-12-14,https://www.aloyoga.com/products/m3199r-conquer-reform-long-sleeve-with-hood-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900123332788_20260116.png,NA,BlackALO.csv,11.26,0,"$686,664",Black,Black,FALSE,Black,Dark Neutrals,12,2024,Winter,Premium ($100+),Other
www.aloyoga.com,1004856,7325026943156,Airlift Headband - Black,38,38,38,38,0,17097,19931,14263,649686,757370.4,542001.6,610.607143,0.473772,0,NA,Perfect color | Love the bright colors | Great quality | Too tight | Awesome Material,Black,1,1,2023-05-10,https://www.aloyoga.com/products/a0482u-airlift-headband-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7325026943156_20260227.png,NA,BlackALO.csv,47.38,0,"$649,686",Black,Black,FALSE,Black,Dark Neutrals,5,2023,Spring,Budget (under $60),Other
www.aloyoga.com,1004856,7256610898100,District Trucker Hat - Black,74,74,74,74,0,8394,10348,6440,621156,765700.2,476611.8,299.785714,0.076131,0,NA,Stylish | Great fit | Poor quality | Versatile | Not as advertised,Black,1,1,2022-10-20,https://www.aloyoga.com/products/a0467u-district-trucker-hat-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7256610898100_20260226.png,NA,BlackALO.csv,7.61,0,"$621,156",Black,Black,FALSE,Black,Dark Neutrals,10,2022,Fall,Mid ($60-$100),Other
www.aloyoga.com,1004856,7418759545012,Double Take Short Sleeve - Black,88,88,88,88,0,6686,7444,5928,588368,654992.8,521743.2,238.785714,0.0795,0,NA,Comfortable and breathable | Perfectly oversized | Discolored after wash | Soft and great stretch | Love the quality,Black,5,5,2023-11-15,https://www.aloyoga.com/products/m1224r-double-take-short-sleeve-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7418759545012_20251015.png,NA,BlackALO.csv,7.95,0,"$588,368",Black,Black,FALSE,Black,Dark Neutrals,11,2023,Fall,Mid ($60-$100),Shorts
www.aloyoga.com,1004856,6239914033332,Wild Thing Bra - Black,78,78,78,78,0,7416,9443,5389,578448,736491.6,420404.4,264.857143,0.052056,0,NA,Great fit | Horrible customer service | Beautifully made | Cute and comfy | Flattering and comfortable,Black,6,6,2021-03-02,https://www.aloyoga.com/products/w9327r-wild-thing-bra-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/6239914033332_20260228.png,NA,BlackALO.csv,5.21,0,"$578,448",Black,Black,FALSE,Black,Dark Neutrals,3,2021,Spring,Mid ($60-$100),Sports Bras
www.aloyoga.com,1004856,9092820238695,Sway Full Zip Hoodie - Black,128,128,128,128,0,4510,5393,3627,577280,690227.2,464332.8,161.071429,0.131173,0,NA,NA,Black,5,5,2025-11-07,https://www.aloyoga.com/products/w3980r-sway-full-zip-hoodie-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/9092820238695_20260227.png,NA,BlackALO.csv,13.12,0,"$577,280",Black,Black,FALSE,Black,Dark Neutrals,11,2025,Fall,Premium ($100+),Outerwear
www.aloyoga.com,1004856,9092781736295,Airbrush Splendor Dress - Black,138,138,138,138,0,4040,4675,3405,557520,645067.2,469972.8,144.285714,0.209175,0,NA,NA,Black,5,5,2025-08-07,https://www.aloyoga.com/products/w8346r-airbrush-splendor-dress-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/9092781736295_20260228.png,NA,BlackALO.csv,20.92,0,"$557,520",Black,Black,FALSE,Black,Dark Neutrals,8,2025,Summer,Premium ($100+),Dress & Skirts
www.aloyoga.com,1004856,6239918260404,High-Waist Airlift Legging - Black,134,134,134,134,0,3947,4748,3146,528898,636111.4,421684.6,140.964286,0.061614,0,NA,Flattering and comfortable | Beautiful color | Best leggings | Sweat marks | Soft and great fit,Black,6,6,2021-03-02,https://www.aloyoga.com/products/w5561r-high-waist-airlift-legging-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/6239918260404_20260228.png,NA,BlackALO.csv,6.16,0,"$528,898",Black,Black,FALSE,Black,Dark Neutrals,3,2021,Spring,Premium ($100+),Leggings
www.aloyoga.com,1004856,6718360912052,Alosoft Crop Finesse Short Sleeve - Black,68,68,68,68,0,7614,8883,6345,517752,604010,431494,271.928571,0.078968,0,NA,Comfortable fit | High quality | Versatile style | Inconsistent sizing | Soft fabric,Black,5,5,2021-07-17,https://www.aloyoga.com/products/w1406r-alosoft-crop-finesse-short-sleeve-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/6718360912052_20260227.png,NA,BlackALO.csv,7.9,0,"$517,752",Black,Black,FALSE,Black,Dark Neutrals,7,2021,Summer,Mid ($60-$100),Shorts
www.aloyoga.com,1004856,7325042868404,Airlift Intrigue Bra - Black,78,78,78,78,0,6624,7533,5715,516672,587527.2,445816.8,236.571429,0.043802,0,NA,Comfortable fit | Stylish design | Vibrant colors | Poor quality fabrics | Varied color options,Black,6,6,2023-05-01,https://www.aloyoga.com/products/w9679r-airlift-intrigue-bra-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7325042868404_20260207.png,NA,BlackALO.csv,4.38,0,"$516,672",Black,Black,FALSE,Black,Dark Neutrals,5,2023,Spring,Mid ($60-$100),Sports Bras
www.aloyoga.com,1004856,7325032743092,All Day Short Sleeve - Black,68,68,68,68,0,7186,8064,6308,488648,548352,428944,256.642857,0.108652,0,NA,Comfortable and soft | Peeling material | Good fabric quality | Thin and see through | Great fit and comfort,Black,5,5,2023-01-25,https://www.aloyoga.com/products/w1430r-all-day-short-sleeve-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7325032743092_20260227.png,NA,BlackALO.csv,10.87,0,"$488,648",Black,Black,FALSE,Black,Dark Neutrals,1,2023,Winter,Mid ($60-$100),Shorts
www.aloyoga.com,1004856,7900121890996,Conquer 1/4 Zip Reform Long Sleeve - Black,108,108,108,108,0,4518,5140,3896,487944,555076.8,420811.2,161.357143,0.142762,0,NA,NA,Black,5,5,2024-12-14,https://www.aloyoga.com/products/m3193r-conquer-1-4-zip-reform-long-sleeve-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7900121890996_20260303.png,NA,BlackALO.csv,14.28,0,"$487,944",Black,Black,FALSE,Black,Dark Neutrals,12,2024,Winter,Premium ($100+),Other
www.aloyoga.com,1004856,9092871487847,Double Or Nothing Tennis Skirt - Black,88,88,88,88,0,5513,6135,4891,485144,539809.6,430478.4,196.892857,0.24983,0,NA,NA,Black,5,5,2026-02-28,https://www.aloyoga.com/products/w6574r-double-or-nothing-tennis-skirt-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/9092871487847_20260228.png,NA,BlackALO.csv,24.98,0,"$485,144",Black,Black,FALSE,Black,Dark Neutrals,2,2026,Winter,Mid ($60-$100),Dress & Skirts
www.aloyoga.com,1004856,7256633966772,Alosoft 1/2 Zip Rapid Pullover - Black,108,108,108,108,0,4318,4929,3707,466344,532288.8,400399.2,154.214286,0.047276,0,NA,Versatile and stylish | Comfortable and flattering | Disappointing fabric quality | Perfect fit | Effortlessly chic,Black,5,5,2022-11-19,https://www.aloyoga.com/products/w3694r-alosoft-1-2-zip-rapid-pullover-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7256633966772_20260228.png,NA,BlackALO.csv,4.73,0,"$466,344",Black,Black,FALSE,Black,Dark Neutrals,11,2022,Fall,Premium ($100+),Other
www.aloyoga.com,1004856,9092829348199,Recovery Slipper - Black,175,175,175,175,0,2599,2972,2226,454825,519960,389690,92.821429,0.419194,0,NA,NA,Black,12,12,2025-10-31,https://www.aloyoga.com/products/a0827u-recovery-slipper-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/9092829348199_20260227.png,NA,BlackALO.csv,41.92,0,"$454,825",Black,Black,FALSE,Black,Dark Neutrals,10,2025,Fall,Premium ($100+),Other
